0,state,lat,long,country
1735,MT,44.8091,-113.2471,US
1736,MT,44.7887,-113.3459,US
1737,MT,44.9386,-113.497,US
1738,MT,45.0269,-113.4229,US
1739,MT,45.2749,-113.7085,US
1740,MT,45.4447,-113.7964,US
1741,MT,45.614,-113.8403,US
1742,MT,45.6908,-113.9722,US
1743,MT,45.5631,-114.1315,US
1744,MT,45.5525,-114.2358,US
1745,MT,45.4592,-114.3347,US
1746,MT,45.5439,-114.4652,US
1747,MT,45.5583,-114.5668,US
1748,MT,45.6755,-114.5215,US
1749,MT,45.7733,-114.5641,US
1750,MT,45.8613,-114.4391,US
1751,MT,45.9989,-114.4817,US
1752,MT,46.1237,-114.5132,US
1753,MT,46.2577,-114.4652,US
1754,MT,46.3441,-114.4171,US
1755,MT,46.453,-114.3896,US
1756,MT,46.5069,-114.3484,US
1757,MT,46.6504,-114.3279,US
1758,MT,46.6334,-114.4652,US
1759,MT,46.6362,-114.5929,US
1760,MT,46.7003,-114.7659,US
1761,MT,46.8423,-114.9307,US
1762,MT,47.0402,-115.1147,US
1763,MT,47.1888,-115.2933,US
1764,MT,47.2569,-115.329,US
1765,MT,47.3025,-115.5267,US
1766,MT,47.4253,-115.7547,US
1767,MT,47.5487,-115.7533,US
1768,MT,47.5793,-115.6956,US
1769,MT,47.9771,-116.0458,US
1770,MT,48.9991,-116.0458,US
1771,MT,48.9991,-104.0501,US
1772,MT,45.0269,-104.0186,US
1773,MT,45.0153,-104.0186,US
1774,MT,44.9978,-104.0199,US
1775,MT,44.9959,-111.0498,US
1776,MT,44.475,-111.0512,US
1777,NC,33.7963,-78.485,US
1778,NC,34.8037,-79.6742,US
1779,NC,34.8206,-80.8003,US
1780,NC,34.9377,-80.788,US
1781,NC,35.1019,-80.9377,US
1782,NC,35.0356,-81.0379,US
1783,NC,35.1457,-81.0324,US
1784,NC,35.166,-81.3867,US
1785,NC,35.1985,-82.2739,US
1786,NC,35.2041,-82.3933,US
1787,NC,35.0637,-82.7765,US
1788,NC,35.0817,-82.7861,US
1789,NC,34.9996,-83.1075,US
1790,NC,34.9918,-83.6183,US
1791,NC,34.9918,-84.3201,US
1792,NC,35.2131,-84.2885,US
1793,NC,35.268,-84.2226,US
1794,NC,35.231,-84.1113,US
1795,NC,35.2815,-84.0454,US
1796,NC,35.4058,-84.0248,US
1797,NC,35.4719,-83.9424,US
1798,NC,35.5166,-83.8559,US
1799,NC,35.5512,-83.6938,US
1800,NC,35.568,-83.5181,US
1801,NC,35.6327,-83.3849,US
1802,NC,35.7142,-83.2475,US
1803,NC,35.7799,-82.9962,US
1804,NC,35.8445,-82.9276,US
1805,NC,35.9224,-82.8191,US
1806,NC,35.9958,-82.771,US
1807,NC,36.0613,-82.6419,US
1808,NC,35.9702,-82.6103,US
1809,NC,35.9547,-82.5677,US
1810,NC,36.0236,-82.473,US
1811,NC,36.0669,-82.4194,US
1812,NC,36.1168,-82.3535,US
1813,NC,36.1345,-82.2862,US
1814,NC,36.1467,-82.1461,US
1815,NC,36.1035,-82.1228,US
1816,NC,36.1268,-82.0267,US
1817,NC,36.2797,-81.936,US
1818,NC,36.3527,-81.7987,US
1819,NC,36.3361,-81.7081,US
1820,NC,36.588,-81.6724,US
1821,NC,36.5659,-80.7234,US
1822,NC,36.5438,-80.2977,US
1823,NC,36.5449,-79.6729,US
1824,NC,36.5449,-77.2559,US
1825,NC,36.5505,-75.7562,US
1826,NC,36.3129,-75.7068,US
1827,NC,35.7131,-75.4129,US
1828,NC,35.2041,-75.472,US
1829,NC,34.9794,-76.0748,US
1830,NC,34.5258,-76.4951,US
1831,NC,34.588,-76.8109,US
1832,NC,34.5314,-77.1378,US
1833,NC,34.391,-77.4481,US
1834,NC,34.0481,-77.7983,US
1835,NC,33.7666,-77.926,US
1836,NC,33.7963,-78.4863,US
1837,ND,48.9955,-104.0501,US
1838,ND,45.9445,-104.0446,US
1839,ND,45.934,-96.5671,US
1840,ND,46.3242,-96.6028,US
1841,ND,46.6636,-96.7978,US
1842,ND,46.8602,-96.7896,US
1843,ND,46.9503,-96.7896,US
1844,ND,47.13,-96.8335,US
1845,ND,47.2345,-96.8335,US
1846,ND,47.4132,-96.8555,US
1847,ND,47.5469,-96.8555,US
1848,ND,47.6506,-96.8774,US
1849,ND,47.9918,-97.0601,US
1850,ND,48.1267,-97.126,US
1851,ND,48.2859,-97.1109,US
1852,ND,48.4301,-97.1233,US
1853,ND,48.553,-97.1425,US
1854,ND,48.6765,-97.0999,US
1855,ND,48.7326,-97.1356,US
1856,ND,48.7951,-97.1727,US
1857,ND,48.9081,-97.229,US
1858,ND,48.9982,-97.2331,US
1859,ND,48.9946,-104.0501,US
1860,NE,42.9986,-104.0543,US
1861,NE,41.0027,-104.0543,US
1862,NE,41.0006,-102.0506,US
1863,NE,40.0034,-102.0493,US
1864,NE,39.9992,-95.3091,US
1865,NE,40.2397,-95.4808,US
1866,NE,40.313,-95.647,US
1867,NE,40.4302,-95.6689,US
1868,NE,40.59,-95.75,US
1869,NE,40.6827,-95.8543,US
1870,NE,40.8138,-95.8447,US
1871,NE,40.9654,-95.8324,US
1872,NE,41.0794,-95.8667,US
1873,NE,41.2923,-95.8722,US
1874,NE,41.4458,-95.9354,US
1875,NE,41.5261,-95.9999,US
1876,NE,41.638,-96.0988,US
1877,NE,41.7703,-96.0686,US
1878,NE,41.8368,-96.1084,US
1879,NE,41.9677,-96.1372,US
1880,NE,42.033,-96.2402,US
1881,NE,42.1155,-96.2746,US
1882,NE,42.2021,-96.3583,US
1883,NE,42.2448,-96.3281,US
1884,NE,42.389,-96.4188,US
1885,NE,42.4731,-96.4037,US
1886,NE,42.5369,-96.6357,US
1887,NE,42.6057,-96.7099,US
1888,NE,42.6532,-96.6893,US
1889,NE,42.6602,-96.7621,US
1890,NE,42.7147,-96.839,US
1891,NE,42.7571,-96.9763,US
1892,NE,42.8085,-97.2029,US
1893,NE,42.8458,-97.229,US
1894,NE,42.8629,-97.3979,US
1895,NE,42.8427,-97.5133,US
1896,NE,42.8488,-97.6149,US
1897,NE,42.8659,-97.8456,US
1898,NE,42.747,-97.998,US
1899,NE,42.8337,-98.145,US
1900,NE,42.9293,-98.4485,US
1901,NE,42.9966,-98.502,US
1902,NE,43.0006,-104.0543,US
1903,NH,45.0153,-71.5045,US
1904,NH,45.0532,-71.4977,US
1905,NH,45.091,-71.4619,US
1906,NH,45.152,-71.4276,US
1907,NH,45.2043,-71.396,US
1908,NH,45.2362,-71.4455,US
1909,NH,45.2372,-71.3878,US
1910,NH,45.271,-71.3617,US
1911,NH,45.3029,-71.2834,US
1912,NH,45.2507,-71.2299,US
1913,NH,45.2391,-71.1818,US
1914,NH,45.2478,-71.1584,US
1915,NH,45.2469,-71.1337,US
1916,NH,45.2846,-71.1145,US
1917,NH,45.3058,-71.0843,US
1918,NH,44.923,-71.0527,US
1919,NH,44.3592,-71.0143,US
1920,NH,43.7364,-70.984,US
1921,NH,43.5704,-70.9731,US
1922,NH,43.3621,-70.9813,US
1923,NH,43.2942,-70.903,US
1924,NH,43.2272,-70.8083,US
1925,NH,43.1411,-70.8261,US
1926,NH,43.1,-70.7671,US
1927,NH,43.0498,-70.697,US
1928,NH,42.9222,-70.5583,US
1929,NH,42.876,-70.6146,US
1930,NH,42.8599,-70.8467,US
1931,NH,42.886,-70.9195,US
1932,NH,42.8105,-71.0609,US
1933,NH,42.8125,-71.142,US
1934,NH,42.7904,-71.1873,US
1935,NH,42.7349,-71.1832,US
1936,NH,42.745,-71.2463,US
1937,NH,42.6986,-71.2972,US
1938,NH,42.7077,-71.7421,US
1939,NH,42.7268,-72.459,US
1940,NH,42.7621,-72.5098,US
1941,NH,42.8105,-72.5414,US
1942,NH,42.8609,-72.5592,US
1943,NH,42.8981,-72.5317,US
1944,NH,42.9524,-72.54,US
1945,NH,42.9745,-72.4919,US
1946,NH,42.9906,-72.4658,US
1947,NH,43.0127,-72.448,US
1948,NH,43.0287,-72.4713,US
1949,NH,43.0508,-72.4713,US
1950,NH,43.0819,-72.4356,US
1951,NH,43.104,-72.4452,US
1952,NH,43.118,-72.4342,US
1953,NH,43.1501,-72.459,US
1954,NH,43.2052,-72.4329,US
1955,NH,43.2562,-72.4384,US
1956,NH,43.2812,-72.4095,US
1957,NH,43.3741,-72.415,US
1958,NH,43.4988,-72.3807,US
1959,NH,43.5127,-72.4013,US
1960,NH,43.5834,-72.3779,US
1961,NH,43.642,-72.3134,US
1962,NH,43.6758,-72.3024,US
1963,NH,43.7036,-72.3079,US
1964,NH,43.7344,-72.2694,US
1965,NH,43.7741,-72.2035,US
1966,NH,43.8187,-72.187,US
1967,NH,43.8672,-72.1843,US
1968,NH,43.889,-72.1568,US
1969,NH,43.9117,-72.1321,US
1970,NH,43.9454,-72.1198,US
1971,NH,44.0017,-72.117,US
1972,NH,44.0856,-72.047,US
1973,NH,44.1093,-72.0552,US
1974,NH,44.1428,-72.0387,US
1975,NH,44.1763,-72.058,US
1976,NH,44.1999,-72.0703,US
1977,NH,44.2511,-72.0525,US
1978,NH,44.2796,-72.0607,US
1979,NH,44.3199,-72.0291,US
1980,NH,44.3376,-71.9783,US
1981,NH,44.3592,-71.9289,US
1982,NH,44.3366,-71.8712,US
1983,NH,44.3572,-71.8135,US
1984,NH,44.3877,-71.8108,US
1985,NH,44.4014,-71.7778,US
1986,NH,44.4122,-71.738,US
1987,NH,44.4416,-71.6597,US
1988,NH,44.4642,-71.6542,US
1989,NH,44.5073,-71.5855,US
1990,NH,44.5357,-71.5746,US
1991,NH,44.5601,-71.6048,US
1992,NH,44.568,-71.5897,US
1993,NH,44.568,-71.5649,US
1994,NH,44.5914,-71.5485,US
1995,NH,44.5993,-71.5649,US
1996,NH,44.6315,-71.554,US
1997,NH,44.6608,-71.5924,US
1998,NH,44.7243,-71.613,US
1999,NH,44.7526,-71.6364,US
2000,NH,44.8198,-71.5746,US
2001,NH,44.8325,-71.5526,US
2002,NH,44.8539,-71.5553,US
2003,NH,44.8744,-71.5279,US
2004,NH,44.9123,-71.5018,US
2005,NH,44.9366,-71.5182,US
2006,NH,44.9697,-71.5237,US
2007,NH,44.9862,-71.5443,US
2008,NH,45.0017,-71.5237,US
2009,NH,45.0163,-71.5045,US
2010,NJ,41.3572,-74.695,US
2011,NJ,41.3394,-74.6559,US
2012,NJ,40.9934,-73.894,US
2013,NJ,40.8398,-73.9586,US
2014,NJ,40.7691,-74.0094,US
2015,NJ,40.6994,-74.0231,US
2016,NJ,40.6786,-74.0437,US
2017,NJ,40.6515,-74.0808,US
2018,NJ,40.6421,-74.1357,US
2019,NJ,40.6452,-74.1962,US
2020,NJ,40.5952,-74.2003,US
2021,NJ,40.5566,-74.2195,US
2022,NJ,40.4877,-74.2552,US
2023,NJ,40.4762,-74.2264,US
2024,NJ,40.5253,-73.9503,US
2025,NJ,40.4846,-73.8885,US
2026,NJ,40.0045,-73.9352,US
2027,NJ,39.6131,-74.041,US
2028,NJ,39.4744,-74.2209,US
2029,NJ,38.9882,-74.6713,US
2030,NJ,38.8664,-74.8553,US
2031,NJ,38.8472,-75.0476,US
2032,NJ,39.0565,-75.1685,US
2033,NJ,39.2525,-75.325,US
2034,NJ,39.45,-75.5544,US
2035,NJ,39.4966,-75.5612,US
2036,NJ,39.4998,-75.5283,US
2037,NJ,39.5411,-75.5338,US
2038,NJ,39.5761,-75.509,US
2039,NJ,39.6237,-75.5708,US
2040,NJ,39.6713,-75.5104,US
2041,NJ,39.7167,-75.4843,US
2042,NJ,39.8033,-75.4156,US
2043,NJ,39.836,-75.2632,US
2044,NJ,39.8823,-75.1918,US
2045,NJ,40.118,-74.7922,US
2046,NJ,40.139,-74.7331,US
2047,NJ,40.2565,-74.8485,US
2048,NJ,40.3361,-74.9419,US
2049,NJ,40.402,-74.9721,US
2050,NJ,40.424,-75.0627,US
2051,NJ,40.4898,-75.0613,US
2052,NJ,40.5733,-75.1067,US
2053,NJ,40.5639,-75.2138,US
2054,NJ,40.6192,-75.2028,US
2055,NJ,40.6494,-75.2069,US
2056,NJ,40.8284,-75.0806,US
2057,NJ,40.8429,-75.0998,US
2058,NJ,40.8689,-75.0504,US
2059,NJ,40.9913,-75.1369,US
2060,NJ,41.2293,-74.8677,US
2061,NJ,41.3479,-74.7537,US
2062,NJ,41.3469,-74.7249,US
2063,NJ,41.3593,-74.696,US
2064,NM,36.9971,-109.0448,US
2065,NM,31.3337,-109.0489,US
2066,NM,31.3349,-108.214,US
2067,NM,31.7795,-108.2071,US
2068,NM,31.783,-106.5317,US
2069,NM,32.0034,-106.6223,US
2070,NM,31.9999,-103.0696,US
2071,NM,36.9982,-103.0023,US
2072,NM,36.9982,-109.0475,US
2073,NV,41.9922,-120.0037,US
2074,NV,42.0003,-117.9602,US
2075,NV,42.0003,-117.0264,US
2076,NV,42.0003,-115.73,US
2077,NV,41.9952,-114.0436,US
2078,NV,38.2856,-114.0546,US
2079,NV,36.1955,-114.0491,US
2080,NV,36.1334,-114.0985,US
2081,NV,36.1068,-114.126,US
2082,NV,36.0891,-114.115,US
2083,NV,36.0313,-114.1534,US
2084,NV,36.0136,-114.2468,US
2085,NV,36.0624,-114.3292,US
2086,NV,36.1024,-114.3237,US
2087,NV,36.1434,-114.3896,US
2088,NV,36.129,-114.5105,US
2089,NV,36.1467,-114.5215,US
2090,NV,36.1556,-114.5654,US
2091,NV,36.1334,-114.6204,US
2092,NV,36.1157,-114.6863,US
2093,NV,36.0979,-114.7742,US
2094,NV,36.058,-114.7357,US
2095,NV,36.0447,-114.7522,US
2096,NV,35.9691,-114.7412,US
2097,NV,35.898,-114.7028,US
2098,NV,35.8757,-114.6588,US
2099,NV,35.8579,-114.7083,US
2100,NV,35.8267,-114.6973,US
2101,NV,35.8089,-114.7192,US
2102,NV,35.6618,-114.6973,US
2103,NV,35.6037,-114.6478,US
2104,NV,35.5814,-114.6863,US
2105,NV,35.5233,-114.6533,US
2106,NV,35.5054,-114.6863,US
2107,NV,35.407,-114.6149,US
2108,NV,35.3218,-114.5929,US
2109,NV,35.1783,-114.5737,US
2110,NV,35.1199,-114.6094,US
2111,NV,35.1109,-114.6368,US
2112,NV,35.0929,-114.6368,US
2113,NV,35.075,-114.6039,US
2114,NV,35.048,-114.6259,US
2115,NV,35.0345,-114.6478,US
2116,NV,35.003,-114.6423,US
2117,NV,35.1334,-114.8016,US
2118,NV,37.2303,-117.5153,US
2119,NV,39,-120.0009,US
2120,NV,41.9942,-119.9982,US
2121,NY,42.5142,-79.7624,US
2122,NY,42.7783,-79.0672,US
2123,NY,42.8508,-78.9313,US
2124,NY,42.9061,-78.9024,US
2125,NY,42.9554,-78.9313,US
2126,NY,42.9584,-78.9656,US
2127,NY,42.9886,-79.0219,US
2128,NY,43.0568,-79.0027,US
2129,NY,43.0769,-79.0727,US
2130,NY,43.122,-79.0713,US
2131,NY,43.1441,-79.0302,US
2132,NY,43.1801,-79.0576,US
2133,NY,43.2482,-79.0604,US
2134,NY,43.2812,-79.0837,US
2135,NY,43.4509,-79.2004,US
2136,NY,43.6311,-78.6909,US
2137,NY,43.6321,-76.7958,US
2138,NY,43.9987,-76.4978,US
2139,NY,44.0965,-76.4388,US
2140,NY,44.1349,-76.3536,US
2141,NY,44.1989,-76.3124,US
2142,NY,44.2049,-76.2437,US
2143,NY,44.2413,-76.1655,US
2144,NY,44.2973,-76.1353,US
2145,NY,44.3327,-76.0474,US
2146,NY,44.3553,-75.9856,US
2147,NY,44.3749,-75.9196,US
2148,NY,44.3994,-75.873,US
2149,NY,44.4308,-75.8221,US
2150,NY,44.474,-75.8098,US
2151,NY,44.5425,-75.7288,US
2152,NY,44.6647,-75.5585,US
2153,NY,44.7672,-75.4088,US
2154,NY,44.8101,-75.3442,US
2155,NY,44.8383,-75.3058,US
2156,NY,44.8676,-75.2399,US
2157,NY,44.9211,-75.1204,US
2158,NY,44.9609,-74.9995,US
2159,NY,44.9803,-74.9899,US
2160,NY,44.9852,-74.9103,US
2161,NY,45.0017,-74.8856,US
2162,NY,45.0153,-74.8306,US
2163,NY,45.0046,-74.7633,US
2164,NY,45.0027,-74.707,US
2165,NY,45.0007,-74.5642,US
2166,NY,44.992,-74.1467,US
2167,NY,45.0037,-73.7306,US
2168,NY,45.0085,-73.4203,US
2169,NY,45.0109,-73.343,US
2170,NY,44.9874,-73.3547,US
2171,NY,44.9648,-73.3379,US
2172,NY,44.916,-73.3396,US
2173,NY,44.8354,-73.3739,US
2174,NY,44.8013,-73.3324,US
2175,NY,44.7419,-73.3667,US
2176,NY,44.6139,-73.3873,US
2177,NY,44.5787,-73.3736,US
2178,NY,44.4916,-73.3049,US
2179,NY,44.4289,-73.2953,US
2180,NY,44.3513,-73.3365,US
2181,NY,44.2757,-73.3118,US
2182,NY,44.198,-73.3818,US
2183,NY,44.1142,-73.4079,US
2184,NY,44.0511,-73.4367,US
2185,NY,44.0165,-73.4065,US
2186,NY,43.9375,-73.4079,US
2187,NY,43.8771,-73.3749,US
2188,NY,43.8167,-73.3914,US
2189,NY,43.779,-73.3557,US
2190,NY,43.646,-73.4244,US
2191,NY,43.5893,-73.434,US
2192,NY,43.5655,-73.3969,US
2193,NY,43.6112,-73.3818,US
2194,NY,43.6271,-73.3049,US
2195,NY,43.5764,-73.3063,US
2196,NY,43.5675,-73.2582,US
2197,NY,43.5227,-73.2445,US
2198,NY,43.2582,-73.2582,US
2199,NY,42.9715,-73.2733,US
2200,NY,42.8004,-73.2898,US
2201,NY,42.746,-73.2664,US
2202,NY,42.463,-73.3708,US
2203,NY,42.084,-73.5095,US
2204,NY,42.0218,-73.4903,US
2205,NY,41.8808,-73.4999,US
2206,NY,41.2953,-73.5535,US
2207,NY,41.2128,-73.4834,US
2208,NY,41.1011,-73.7275,US
2209,NY,41.0237,-73.6644,US
2210,NY,40.9851,-73.6578,US
2211,NY,40.9509,-73.6132,US
2212,NY,41.1869,-72.4823,US
2213,NY,41.2551,-72.095,US
2214,NY,41.3005,-71.9714,US
2215,NY,41.3108,-71.9193,US
2216,NY,41.1838,-71.7915,US
2217,NY,41.1249,-71.7929,US
2218,NY,41.0462,-71.7517,US
2219,NY,40.6306,-72.9465,US
2220,NY,40.5368,-73.4628,US
2221,NY,40.4887,-73.8885,US
2222,NY,40.5232,-73.949,US
2223,NY,40.4772,-74.2271,US
2224,NY,40.4861,-74.2532,US
2225,NY,40.6468,-74.1866,US
2226,NY,40.6556,-74.0547,US
2227,NY,40.7618,-74.0156,US
2228,NY,40.8699,-73.9421,US
2229,NY,40.998,-73.8934,US
2230,NY,41.0343,-73.9854,US
2231,NY,41.3268,-74.6274,US
2232,NY,41.3583,-74.7084,US
2233,NY,41.3811,-74.7101,US
2234,NY,41.4386,-74.8265,US
2235,NY,41.5075,-74.9913,US
2236,NY,41.6,-75.0668,US
2237,NY,41.6719,-75.0366,US
2238,NY,41.7672,-75.0545,US
2239,NY,41.8808,-75.1945,US
2240,NY,42.0013,-75.3552,US
2241,NY,42.0003,-75.4266,US
2242,NY,42.0013,-77.0306,US
2243,NY,41.9993,-79.725,US
2244,NY,42.0003,-79.7621,US
2245,NY,42.1827,-79.7621,US
2246,NY,42.5146,-79.7621,US
2247,OH,38.4385,-82.3425,US
2248,OH,38.5707,-82.2917,US
2249,OH,38.5965,-82.1722,US
2250,OH,38.7712,-82.1997,US
2251,OH,39.0181,-82.0294,US
2252,OH,38.875,-81.8729,US
2253,OH,38.9359,-81.7644,US
2254,OH,39.1865,-81.7397,US
2255,OH,39.2812,-81.568,US
2256,OH,39.4022,-81.4444,US
2257,OH,39.346,-81.3661,US
2258,OH,39.4479,-81.1244,US
2259,OH,39.5549,-81.0352,US
2260,OH,39.6565,-80.8374,US
2261,OH,39.8676,-80.7948,US
2262,OH,40.5941,-80.652,US
2263,OH,40.6223,-80.5188,US
2264,OH,42.321,-80.5229,US
2265,OH,42.2153,-81.2521,US
2266,OH,41.9962,-81.6806,US
2267,OH,41.9962,-81.7094,US
2268,OH,41.677,-82.3961,US
2269,OH,41.6709,-82.6845,US
2270,OH,41.9585,-83.1157,US
2271,OH,41.7314,-83.4219,US
2272,OH,41.6944,-84.8021,US
2273,OH,39.1056,-84.8172,US
2274,OH,39.1407,-84.7444,US
2275,OH,39.096,-84.5068,US
2276,OH,39.0459,-84.4052,US
2277,OH,38.9434,-84.2857,US
2278,OH,38.8055,-84.2432,US
2279,OH,38.7712,-84.0866,US
2280,OH,38.7519,-83.8916,US
2281,OH,38.633,-83.6636,US
2282,OH,38.6962,-83.5263,US
2283,OH,38.5976,-83.2736,US
2284,OH,38.6169,-83.1445,US
2285,OH,38.7027,-83.0127,US
2286,OH,38.7327,-82.8973,US
2287,OH,38.5782,-82.8355,US
2288,OH,38.3761,-82.5952,US
2289,OK,37.0015,-103.0051,US
2290,OK,36.503,-103.0037,US
2291,OK,36.4986,-100.0003,US
2292,OK,34.562,-99.9934,US
2293,OK,34.3763,-99.6172,US
2294,OK,34.4137,-99.5787,US
2295,OK,34.3763,-99.429,US
2296,OK,34.4534,-99.3823,US
2297,OK,34.3616,-99.2505,US
2298,OK,34.2129,-99.1818,US
2299,OK,34.1982,-98.9648,US
2300,OK,34.1232,-98.7424,US
2301,OK,34.1254,-98.557,US
2302,OK,34.0618,-98.4746,US
2303,OK,34.1414,-98.3743,US
2304,OK,34.1118,-98.1793,US
2305,OK,34.006,-98.0818,US
2306,OK,33.8966,-97.9843,US
2307,OK,33.8487,-97.8662,US
2308,OK,33.9798,-97.6932,US
2309,OK,33.8841,-97.4529,US
2310,OK,33.8282,-97.4611,US
2311,OK,33.8237,-97.3622,US
2312,OK,33.9001,-97.2166,US
2313,OK,33.7426,-97.1645,US
2314,OK,33.7392,-97.093,US
2315,OK,33.9354,-96.9173,US
2316,OK,33.8704,-96.8527,US
2317,OK,33.8271,-96.7484,US
2318,OK,33.8202,-96.5602,US
2319,OK,33.7769,-96.5053,US
2320,OK,33.6912,-96.3474,US
2321,OK,33.8522,-96.0205,US
2322,OK,33.8396,-95.8379,US
2323,OK,33.8887,-95.7349,US
2324,OK,33.8841,-95.5426,US
2325,OK,33.8738,-95.2831,US
2326,OK,33.957,-95.2171,US
2327,OK,33.867,-95.0496,US
2328,OK,33.7677,-94.8862,US
2329,OK,33.6695,-94.6692,US
2330,OK,33.6386,-94.4852,US
2331,OK,35.3499,-94.4357,US
2332,OK,36.3715,-94.5978,US
2333,OK,36.4942,-94.6198,US
2334,OK,36.9982,-94.6211,US
2335,OK,37.0004,-103.0064,US
2336,OR,46.2587,-124.2444,US
2337,OR,46.2634,-124.0384,US
2338,OR,46.2891,-124.0205,US
2339,OR,46.2407,-123.9368,US
2340,OR,46.2388,-123.8681,US
2341,OR,46.2691,-123.739,US
2342,OR,46.252,-123.6868,US
2343,OR,46.2596,-123.6456,US
2344,OR,46.2577,-123.5468,US
2345,OR,46.2672,-123.4863,US
2346,OR,46.2369,-123.4287,US
2347,OR,46.1817,-123.4287,US
2348,OR,46.1513,-123.3765,US
2349,OR,46.1494,-123.3051,US
2350,OR,46.1874,-123.1512,US
2351,OR,46.138,-123.0222,US
2352,OR,46.098,-122.9398,US
2353,OR,46.0551,-122.8848,US
2354,OR,45.9588,-122.8189,US
2355,OR,45.9053,-122.8162,US
2356,OR,45.8824,-122.7887,US
2357,OR,45.8173,-122.7969,US
2358,OR,45.7637,-122.7585,US
2359,OR,45.6851,-122.775,US
2360,OR,45.6505,-122.753,US
2361,OR,45.6064,-122.5937,US
2362,OR,45.5679,-122.4426,US
2363,OR,45.5756,-122.3712,US
2364,OR,45.5506,-122.3245,US
2365,OR,45.5641,-122.2064,US
2366,OR,45.5987,-122.0856,US
2367,OR,45.6659,-121.8933,US
2368,OR,45.6812,-121.8906,US
2369,OR,45.7081,-121.8164,US
2370,OR,45.6966,-121.756,US
2371,OR,45.7254,-121.5335,US
2372,OR,45.6928,-121.3907,US
2373,OR,45.7081,-121.3646,US
2374,OR,45.6582,-121.2039,US
2375,OR,45.6083,-121.1957,US
2376,OR,45.6102,-121.1462,US
2377,OR,45.6524,-121.0803,US
2378,OR,45.6582,-121.0144,US
2379,OR,45.6467,-120.9814,US
2380,OR,45.6563,-120.943,US
2381,OR,45.6371,-120.91,US
2382,OR,45.6755,-120.8524,US
2383,OR,45.7445,-120.6052,US
2384,OR,45.7158,-120.531,US
2385,OR,45.6966,-120.4733,US
2386,OR,45.7234,-120.2893,US
2387,OR,45.7234,-120.2124,US
2388,OR,45.7714,-120.1575,US
2389,OR,45.8211,-119.968,US
2390,OR,45.8498,-119.7839,US
2391,OR,45.8575,-119.6658,US
2392,OR,45.9149,-119.6136,US
2393,OR,45.9244,-119.5724,US
2394,OR,45.911,-119.5258,US
2395,OR,45.9378,-119.2676,US
2396,OR,45.9168,-119.1687,US
2397,OR,45.9779,-119.0149,US
2398,OR,46.0027,-118.9847,US
2399,OR,45.997,-116.9165,US
2400,OR,45.9569,-116.8781,US
2401,OR,45.8957,-116.8588,US
2402,OR,45.8747,-116.8066,US
2403,OR,45.8307,-116.7902,US
2404,OR,45.8192,-116.7654,US
2405,OR,45.8231,-116.7105,US
2406,OR,45.7828,-116.6748,US
2407,OR,45.7828,-116.6144,US
2408,OR,45.7522,-116.543,US
2409,OR,45.6889,-116.5402,US
2410,OR,45.6121,-116.4606,US
2411,OR,45.5006,-116.5567,US
2412,OR,45.464,-116.5567,US
2413,OR,45.4447,-116.5869,US
2414,OR,45.3213,-116.6721,US
2415,OR,45.2633,-116.694,US
2416,OR,45.1414,-116.7325,US
2417,OR,45.1065,-116.7764,US
2418,OR,45.0696,-116.7847,US
2419,OR,45.0231,-116.8451,US
2420,OR,44.9765,-116.8616,US
2421,OR,44.9298,-116.8286,US
2422,OR,44.7955,-116.9302,US
2423,OR,44.7487,-117.0346,US
2424,OR,44.5787,-117.1225,US
2425,OR,44.5455,-117.1445,US
2426,OR,44.4847,-117.2076,US
2427,OR,44.4789,-117.2269,US
2428,OR,44.4063,-117.2269,US
2429,OR,44.3926,-117.2488,US
2430,OR,44.3455,-117.1939,US
2431,OR,44.2983,-117.2269,US
2432,OR,44.257,-117.1774,US
2433,OR,44.2609,-117.1445,US
2434,OR,44.2806,-117.1005,US
2435,OR,44.2314,-117.0511,US
2436,OR,44.2491,-117.0428,US
2437,OR,44.2432,-116.9797,US
2438,OR,44.194,-116.9742,US
2439,OR,44.1664,-116.8945,US
2440,OR,44.0935,-116.933,US
2441,OR,44.0836,-116.9714,US
2442,OR,44.0521,-116.9879,US
2443,OR,44.0244,-116.9302,US
2444,OR,43.9533,-116.9659,US
2445,OR,43.8207,-117.0209,US
2446,OR,43.6639,-117.0264,US
2447,OR,42.0024,-117.0264,US
2448,OR,41.9983,-121.2836,US
2449,OR,42.0085,-122.5003,US
2450,OR,42.0064,-123.0798,US
2451,OR,42.0105,-123.154,US
2452,OR,42.0044,-123.2419,US
2453,OR,42.0024,-123.6209,US
2454,OR,41.9952,-124.3982,US
2455,OR,42.1593,-124.5493,US
2456,OR,42.6521,-124.5877,US
2457,OR,42.8115,-124.7305,US
2458,OR,43.7552,-124.4119,US
2459,OR,46.0065,-124.2554,US
2460,OR,46.2587,-124.2444,US
2461,PA,42.3261,-80.5174,US
2462,PA,42.3961,-80.0821,US
2463,PA,42.5167,-79.7621,US
2464,PA,42.0003,-79.7607,US
2465,PA,41.9983,-75.358,US
2466,PA,41.9431,-75.2673,US
2467,PA,41.8696,-75.1794,US
2468,PA,41.7713,-75.0586,US
2469,PA,41.6729,-75.0366,US
2470,PA,41.6021,-75.0641,US
2471,PA,41.5086,-74.9927,US
2472,PA,41.4283,-74.7935,US
2473,PA,41.3933,-74.707,US
2474,PA,41.2282,-74.8608,US
2475,PA,40.983,-75.1355,US
